Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,Price_per_Room,property_type
Forest Hill,41 Parkmore Rd,4,h,950000.0,VB,Noel,16/09/2017,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,237500.0,House
Frankston,5 Miranda Pl,4,h,650000.0,S,O'Brien,16/09/2017,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,162500.0,House
Frankston South,49 Fleetwood Cr,2,h,910000.0,S,Ray,16/09/2017,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,455000.0,House
Frankston South,13 Leslie St,4,h,760000.0,S,Eview,16/09/2017,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,190000.0,House
Gisborne,13/109 Aitken St,3,h,500000.0,SP,Raine,16/09/2017,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council,166666.66666666666,House
Gisborne,6 Morand St,4,h,700000.0,S,Raine,16/09/2017,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council,175000.0,House
Gisborne,7 Wyralla Cr,6,h,650000.0,SP,Raine,16/09/2017,3437,Northern Victoria,3376,45.9,Macedon Ranges Shire Council,108333.33333333333,House
Glen Huntly,2/1204 Glen Huntly Rd,2,t,540000.0,S,Woodards,16/09/2017,3163,Southern Metropolitan,2403,10.1,Glen Eira City Council,270000.0,Townhouse
Glen Iris,11 Allaville Av,3,h,1802000.0,S,hockingstuart,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,600666.6666666666,House
Glen Iris,5 Gatis St,3,h,1738000.0,S,Jellis,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,579333.3333333334,House
Glen Iris,3/1690 Malvern Rd,2,u,504000.0,S,Fletchers,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,252000.0,Unit
Glen Iris,10/1705 Malvern Rd,1,u,450000.0,VB,Fletchers,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,450000.0,Unit
Glen Iris,1/16 Osborne Av,2,t,965000.0,S,hockingstuart,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,482500.0,Townhouse
Glen Iris,1/5 Queens Pde,2,u,812000.0,S,J,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,406000.0,Unit
Glen Iris,1A Rosemary Gr,3,t,1333000.0,S,Noel,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,444333.3333333333,Townhouse
Glen Iris,111 Tooronga Rd,2,h,1366000.0,S,Jellis,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,683000.0,House
Glen Iris,324 Warrigal Rd,3,h,1220000.0,PI,Marshall,16/09/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,406666.6666666667,House
Glen Waverley,31 Chapman Bvd,3,h,1275000.0,S,hockingstuart,16/09/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,425000.0,House
Glen Waverley,45 Kennedy St,3,h,1750000.0,PI,Roger,16/09/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,583333.3333333334,House
Glen Waverley,50 Madigan Dr,5,h,1480000.0,S,Barry,16/09/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,296000.0,House
Glen Waverley,2/47 Panoramic Gr,3,h,1150000.0,S,Ray,16/09/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,383333.3333333333,House
Glen Waverley,5A York St,3,t,1200000.0,S,Harcourts,16/09/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,400000.0,Townhouse
Glenroy,76 Daley St,2,h,605000.0,PI,RW,16/09/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council,302500.0,House
Glenroy,2/30 Gladstone Pde,3,t,680000.0,S,Eview,16/09/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council,226666.66666666666,Townhouse
Glenroy,2/9 McDonald Pl,3,t,620000.0,S,Eview,16/09/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council,206666.66666666666,Townhouse
Glenroy,28 Tarana Av,3,h,780000.0,S,Brad,16/09/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council,260000.0,House
Greensborough,70 Alexandra St,3,h,850000.0,PI,Darren,16/09/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,283333.3333333333,House
Greensborough,34 Crana Gr,3,h,922000.0,S,Morrison,16/09/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,307333.3333333333,House
Greensborough,6 Murumba St,4,h,865000.0,S,Morrison,16/09/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,216250.0,House
Greensborough,19 Wolangi Ct,4,h,926500.0,S,Morrison,16/09/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,231625.0,House
Greenvale,78 Kirkham Dr,5,h,940000.0,S,YPA,16/09/2017,3059,Northern Metropolitan,4864,20.4,Hume City Council,188000.0,House
Greenvale,17 Lancaster Ct,4,h,780000.0,S,Stockdale,16/09/2017,3059,Northern Metropolitan,4864,20.4,Hume City Council,195000.0,House
Greenvale,24 Posy St,5,h,650000.0,PI,hockingstuart,16/09/2017,3059,Northern Metropolitan,4864,20.4,Hume City Council,130000.0,House
Hallam,39 Alexander St,3,h,661000.0,S,REMAX,16/09/2017,3803,South-Eastern Metropolitan,3728,32.3,Casey City Council,220333.33333333334,House
Hampton,4 Bolton Av,3,h,2515000.0,S,Buxton,16/09/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,838333.3333333334,House
Hampton,16 Conifer St,3,h,1520000.0,VB,Hodges,16/09/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,506666.6666666667,House
Hampton,2/46 Earlsfield Rd,3,t,1205000.0,S,Buxton,16/09/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,401666.6666666667,Townhouse
Hampton,41 Grout St,4,h,2550000.0,VB,Buxton,16/09/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,637500.0,House
Hampton,49 Ludstone St,4,h,2135000.0,S,Marshall,16/09/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,533750.0,House
Hampton,15 May St,4,h,1820000.0,PI,Follett,16/09/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,455000.0,House
Hampton,102 Willis St,3,h,1450000.0,S,Nick,16/09/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,483333.3333333333,House
Hampton East,19a Apex Av,2,u,910000.0,SP,Purplebricks,16/09/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council,455000.0,Unit
Hampton East,2/6 Bartlett St,2,u,758000.0,S,Buxton,16/09/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council,379000.0,Unit
Hampton East,11 Keiller St,3,h,1060000.0,PI,Jellis,16/09/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council,353333.3333333333,House
Hampton East,32 Lonsdale Av,2,t,875000.0,VB,Buxton,16/09/2017,3188,Southern Metropolitan,2356,13.8,Bayside City Council,437500.0,Townhouse
Hawthorn,357 Auburn Rd,4,h,2325000.0,S,Jellis,16/09/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,581250.0,House
Hawthorn,16 Hill St,4,h,2200000.0,VB,Marshall,16/09/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,550000.0,House
Hawthorn,25 William St,3,h,1450000.0,VB,Marshall,16/09/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,483333.3333333333,House
Hawthorn East,3/38 Mayston St,2,u,497000.0,S,Noel,16/09/2017,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,248500.0,Unit
Heathmont,1/270 Canterbury Rd,3,t,710000.0,S,Noel,16/09/2017,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council,236666.66666666666,Townhouse
Heidelberg West,122 Altona St,3,h,846000.0,S,Ray,16/09/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,282000.0,House
Heidelberg West,2/14 Koitaki Ct,2,u,480000.0,VB,Haughton,16/09/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,240000.0,Unit
Heidelberg West,158 Liberty Pde,5,h,900000.0,S,William,16/09/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,180000.0,House
Highett,21 Noyes St,4,h,1060000.0,PI,Buxton,16/09/2017,3190,Southern Metropolitan,4794,16.0,Bayside City Council,265000.0,House
Highett,6 Train St,3,t,1010000.0,S,Buxton,16/09/2017,3190,Southern Metropolitan,4794,16.0,Bayside City Council,336666.6666666667,Townhouse
Hillside,110 Allenby Rd,4,h,628000.0,S,Barry,16/09/2017,3037,Western Metropolitan,5556,18.0,Brimbank City Council,157000.0,House
Hillside,3 Dryburgh Pl,3,h,645500.0,S,Prof.,16/09/2017,3037,Western Metropolitan,5556,18.0,Brimbank City Council,215166.66666666666,House
Hillside,42 Langmore Dr,3,h,760000.0,S,Barry,16/09/2017,3037,Western Metropolitan,5556,18.0,Brimbank City Council,253333.33333333334,House
Hoppers Crossing,13 Doynton Pde,3,h,575000.0,S,Reliance,16/09/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council,191666.66666666666,House
Hoppers Crossing,9 Matthew Cl,4,h,525000.0,SP,One,16/09/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council,131250.0,House
Hoppers Crossing,17 McCormack Cr,4,h,723000.0,S,hockingstuart,16/09/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council,180750.0,House
Hoppers Crossing,113 Powell Dr,3,h,678000.0,S,Greg,16/09/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council,226000.0,House
Hughesdale,2/1091 North Rd,4,t,917000.0,SA,Ray,16/09/2017,3166,Southern Metropolitan,3145,12.3,Monash City Council,229250.0,Townhouse
Ivanhoe,1/9 Merther Rd,3,t,720000.0,S,Fletchers,16/09/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,240000.0,Townhouse
Ivanhoe,21 Townsend St,4,h,2800000.0,VB,Fletchers,16/09/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,700000.0,House
Jacana,17 Emu Pde,3,h,626000.0,S,Raine,16/09/2017,3047,Northern Metropolitan,851,14.0,Hume City Council,208666.66666666666,House
Keilor,6 Riverside Av,3,h,840000.0,S,Barry,16/09/2017,3036,Western Metropolitan,2339,14.5,Brimbank City Council,280000.0,House
Keilor East,16 Ash Gr,4,h,1230000.0,S,Nelson,16/09/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,307500.0,House
Keilor East,11 Byron Av,3,h,1020000.0,S,Nelson,16/09/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,340000.0,House
Keilor East,60 Roberts St,3,h,1295000.0,S,Nelson,16/09/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,431666.6666666667,House
Keilor East,11 Wunnamurra Dr,3,h,933000.0,SP,Nelson,16/09/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,311000.0,House
Keilor Lodge,3/7 Lossi Ct,2,u,520000.0,S,Barry,16/09/2017,3038,Western Metropolitan,570,15.5,Brimbank City Council,260000.0,Unit
Kensington,12 Calwell St,1,t,590000.0,SP,Nelson,16/09/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,590000.0,Townhouse
Kensington,16 Smith St,3,t,1300000.0,S,Alexkarbon,16/09/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,433333.3333333333,Townhouse
Kew,14 Atkins St,4,h,2375000.0,S,Jellis,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,593750.0,House
Kew,3/11 Davis St,2,u,625000.0,PI,Nelson,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,312500.0,Unit
Kew,117 Edgevale Rd,3,h,1380000.0,S,Marshall,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,460000.0,House
Kew,13 Ermington Pl,6,h,2070000.0,S,Nelson,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,345000.0,House
Kew,2/17 Marshall Av,3,h,1950000.0,S,Marshall,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,650000.0,House
Kew,8 Moreton Cl,4,h,2050000.0,VB,Jellis,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,512500.0,House
Kew,3/9 Peel St,2,u,920000.0,VB,Miles,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,460000.0,Unit
Kew,130 Sackville St,5,h,5065000.0,PI,RT,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,1013000.0,House
Kew,5 Stoke Av,5,h,5580000.0,SP,Marshall,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,1116000.0,House
Kew East,115 Belford Rd,3,h,1650000.0,VB,Jellis,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,550000.0,House
Kew East,50 Windella Av,3,h,2125000.0,VB,Jellis,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,708333.3333333334,House
Kew East,5 Woodlands Av,2,h,1325000.0,PI,Jellis,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,662500.0,House
Kew East,22 Woolcock Av,3,h,1975000.0,PI,Lindellas,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,658333.3333333334,House
Kilsyth,9 Durham Rd,6,h,850000.0,S,Philip,16/09/2017,3137,Eastern Metropolitan,4654,26.0,Maroondah City Council,141666.66666666666,House
Kingsville,70 Chirnside St,4,h,1140000.0,SP,Jas,16/09/2017,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council,285000.0,House
Kingsville,2/23 Kingsville St,3,t,740000.0,S,Village,16/09/2017,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council,246666.66666666666,Townhouse
Kingsville,5 Wales St,3,h,1000000.0,PI,Jas,16/09/2017,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council,333333.3333333333,House
Lalor,2 Blackwood St,3,h,801000.0,S,HAR,16/09/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,267000.0,House
Lalor,6 Everest Ct,3,h,596000.0,S,HAR,16/09/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,198666.66666666666,House
Lower Plenty,12 Byron Av,3,h,1062000.0,S,Morrison,16/09/2017,3093,Eastern Metropolitan,1624,14.6,Banyule City Council,354000.0,House
Maidstone,2/12 Janson St,2,t,650000.0,S,hockingstuart,16/09/2017,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,325000.0,Townhouse
Malvern,5/355 Glenferrie Rd,2,u,550000.0,VB,hockingstuart,16/09/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,275000.0,Unit
Malvern,27 McArthur St,3,h,1700000.0,VB,Abercromby's,16/09/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,566666.6666666666,House
Malvern,32 Milton Pde,4,t,2750000.0,SP,Marshall,16/09/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,687500.0,Townhouse
Malvern,2/102 Stanhope St,2,u,1000000.0,S,Jellis,16/09/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,500000.0,Unit
Malvern,27 Wheatland Rd,4,h,3400000.0,S,Marshall,16/09/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,850000.0,House
Malvern East,3/77 Darling Rd,3,h,1015000.0,S,hockingstuart,16/09/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,338333.3333333333,House
Malvern East,3/28 Ferncroft Av,2,u,725000.0,S,hockingstuart,16/09/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,362500.0,Unit
Malvern East,30 Tooronga Rd,3,h,1250000.0,S,hockingstuart,16/09/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,416666.6666666667,House
Malvern East,104/333 Wattletree Rd,2,u,1500000.0,VB,Marshall,16/09/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,750000.0,Unit
Maribyrnong,218/5 Ordnance Res,2,u,372000.0,SP,Biggin,16/09/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,186000.0,Unit
Maribyrnong,13 Vista Ri,3,t,815000.0,S,Biggin,16/09/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,271666.6666666667,Townhouse
Meadow Heights,25 Darebin Ct,3,h,370000.0,S,YPA,16/09/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council,123333.33333333333,House
Melbourne,408/225 Elizabeth St,2,u,660000.0,S,Dingle,16/09/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,330000.0,Unit
Melbourne,11/8 Louise St,2,u,550000.0,SP,Greg,16/09/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,275000.0,Unit
Melbourne,806/19 Queens Rd,4,u,1710000.0,S,Dingle,16/09/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,427500.0,Unit
Melbourne,410/23 Queens Rd,2,u,555000.0,S,Greg,16/09/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,277500.0,Unit
Melton South,97 Exford Rd,3,h,392500.0,S,Raine,16/09/2017,3338,Western Victoria,4718,29.8,Melton City Council,130833.33333333333,House
Melton South,5 Leggatt St,3,h,370000.0,S,Reliance,16/09/2017,3338,Western Victoria,4718,29.8,Melton City Council,123333.33333333333,House
Melton West,12 Gloucester Wy,4,h,486000.0,S,hockingstuart,16/09/2017,3337,Northern Victoria,6065,31.7,Melton City Council,121500.0,House
Mentone,1/131 Balcombe Rd,3,t,995000.0,S,hockingstuart,16/09/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,331666.6666666667,Townhouse
Mentone,11 Broome Av,3,h,950000.0,PI,Barry,16/09/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,316666.6666666667,House
Mentone,21 Chicquita Cct,3,t,792000.0,S,hockingstuart,16/09/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,264000.0,Townhouse
Mentone,6/28 Florence St,2,t,525000.0,SP,Thomson,16/09/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,262500.0,Townhouse
Mentone,6/14 Milan St,2,u,640000.0,SP,Buxton,16/09/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,320000.0,Unit
Mentone,6/7 Rogers St,2,t,590000.0,S,Barry,16/09/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,295000.0,Townhouse
Middle Park,16/82 Patterson St,2,u,660000.0,PI,Marshall,16/09/2017,3206,Southern Metropolitan,2019,3.0,Port Phillip City Council,330000.0,Unit
Mill Park,2/33 Allwyn Cr,2,u,445000.0,SP,Ray,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,222500.0,Unit
Mill Park,57 Hawkes Dr,2,h,475000.0,S,Ray,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,237500.0,House
Mill Park,68 Heritage Dr,3,h,675000.0,S,HAR,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,225000.0,House
Mill Park,39 Hurlstone Cr,3,h,546000.0,S,Ray,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,182000.0,House
Mill Park,20 Mayfield Dr,4,h,721000.0,S,Love,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,180250.0,House
Mill Park,36/292 McKimmies Rd,4,t,492000.0,S,Ray,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,123000.0,Townhouse
Mill Park,10 McLaughlin Cr,4,h,715000.0,S,Darren,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,178750.0,House
Mill Park,16 Scullin Ct,3,h,657000.0,S,Ray,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,219000.0,House
Mill Park,9 Taree Pl,4,h,900000.0,S,Love,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,225000.0,House
Mill Park,9 Valadero Ct,3,h,650000.0,S,HAR,16/09/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,216666.66666666666,House
Mitcham,55 Burnett St,4,h,1120000.0,SP,Noel,16/09/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,280000.0,House
Mitcham,46 Churinga Av,3,h,961000.0,S,Noel,16/09/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,320333.3333333333,House
Mitcham,15a James Av,3,h,910000.0,S,Fletchers,16/09/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,303333.3333333333,House
Mitcham,13 Willow Av,3,h,990000.0,SA,Philip,16/09/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,330000.0,House
Mont Albert,1/11 Rowland St,3,t,1580000.0,S,Marshall,16/09/2017,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council,526666.6666666666,Townhouse
Mont Albert,85 Victoria Cr,4,h,2500000.0,VB,Marshall,16/09/2017,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council,625000.0,House
Montmorency,21 Sackville St,4,h,940000.0,S,Lindellas,16/09/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,235000.0,House
Montmorency,2/38 Station Rd,2,u,620000.0,S,Morrison,16/09/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,310000.0,Unit
Moonee Ponds,1/3 Corio St,2,h,883500.0,S,Nelson,16/09/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,441750.0,House
Moonee Ponds,6/36 Gladstone St,2,u,620000.0,S,Jellis,16/09/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,310000.0,Unit
Moonee Ponds,48 Vine St,4,h,1200000.0,VB,Nelson,16/09/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,300000.0,House
Moonee Ponds,113 Wilson St,3,h,1007500.0,S,Considine,16/09/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,335833.3333333333,House
Moorabbin,2/10 Joan St,3,t,1011500.0,S,Buxton,16/09/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,337166.6666666667,Townhouse
Moorabbin,2/165 Wickham Rd,3,u,828000.0,S,Jellis,16/09/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,276000.0,Unit
Mordialloc,4/1 Ashmore Av,2,u,675000.0,S,O'Brien,16/09/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,337500.0,Unit
Mordialloc,1/460 Como Pde W,2,u,757000.0,S,Greg,16/09/2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,378500.0,Unit
